External Quantum Efficiency	v1.4.7137.26188
Date Time:	Wednesday, 22 June 2022 00:15:39
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500 to 780 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corrloopback'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	200 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.5
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	5 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	5 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
2971	8	715.0	-0.194	1	7.620831E-001	1.81	1.877776E-008	0.26	1.034766E-001	0.25
2972	8	715.0	-0.194	2	7.618909E-001	1.81	1.877602E-008	0.26	1.034701E-001	0.25
2973	8	717.5	-0.219	0	7.167850E-001	1.81	1.771226E-008	0.26	9.673063E-002	0.25
2974	8	717.5	-0.219	1	7.166520E-001	1.81	1.771178E-008	0.26	9.680064E-002	0.25
2975	8	717.5	-0.219	2	7.166665E-001	1.81	1.771399E-008	0.26	9.683991E-002	0.25
2976	8	720.0	-0.245	0	6.772010E-001	1.81	1.677992E-008	0.26	9.095188E-002	0.25
2977	8	720.0	-0.245	1	6.771272E-001	1.81	1.678071E-008	0.26	9.104044E-002	0.25
2978	8	720.0	-0.245	2	6.771417E-001	1.81	1.678039E-008	0.26	9.096485E-002	0.25
2979	8	722.5	-0.271	0	6.396745E-001	1.81	1.587710E-008	0.26	8.554657E-002	0.25
2980	8	722.5	-0.271	1	6.397627E-001	1.81	1.588105E-008	0.26	8.553548E-002	0.25
2981	8	722.5	-0.271	2	6.394374E-001	1.81	1.587489E-008	0.26	8.553185E-002	0.25
2982	8	725.0	-0.300	0	6.158250E-001	1.81	1.530481E-008	0.26	8.191612E-002	0.25
2983	8	725.0	-0.300	1	6.157065E-001	1.81	1.529602E-008	0.26	8.181258E-002	0.25
2984	8	725.0	-0.300	2	6.157065E-001	1.81	1.530434E-008	0.26	8.190678E-002	0.25
2985	8	727.5	-0.343	0	6.271356E-001	1.81	1.559072E-008	0.26	8.288209E-002	0.25
2986	8	727.5	-0.343	1	6.271948E-001	1.81	1.559072E-008	0.26	8.281188E-002	0.25
2987	8	727.5	-0.343	2	6.269433E-001	1.81	1.558367E-008	0.26	8.284881E-002	0.25
2988	8	730.0	-0.405	0	6.591703E-001	1.81	1.638537E-008	0.26	8.649411E-002	0.25
2989	8	730.0	-0.405	1	6.594218E-001	1.81	1.639242E-008	0.26	8.650136E-002	0.25
2990	8	730.0	-0.405	2	6.590966E-001	1.81	1.638363E-008	0.26	8.646454E-002	0.25
2991	8	732.5	-0.478	0	6.732629E-001	1.81	1.674541E-008	0.26	8.770421E-002	0.25
2992	8	732.5	-0.478	1	6.729959E-001	1.81	1.674194E-008	0.26	8.767291E-002	0.25
2993	8	732.5	-0.478	2	6.728774E-001	1.81	1.673752E-008	0.26	8.766181E-002	0.25
2994	8	735.0	-0.554	0	6.695611E-001	1.81	1.667927E-008	0.26	8.661248E-002	0.25
2995	8	735.0	-0.554	1	6.695164E-001	1.81	1.667617E-008	0.26	8.656808E-002	0.25
2996	8	735.0	-0.554	2	6.694571E-001	1.81	1.667706E-008	0.26	8.660513E-002	0.25
2997	8	737.5	-0.625	0	6.586808E-001	1.81	1.643792E-008	0.26	8.455850E-002	0.25
2998	8	737.5	-0.625	1	6.586071E-001	1.81	1.643656E-008	0.26	8.455688E-002	0.25
2999	8	737.5	-0.625	2	6.584293E-001	1.81	1.643435E-008	0.26	8.455476E-002	0.25
3000	8	740.0	-0.682	0	6.159725E-001	1.81	1.539700E-008	0.26	7.849296E-002	0.25
3001	8	740.0	-0.682	1	6.160920E-001	1.81	1.540325E-008	0.26	7.849846E-002	0.25
3002	8	740.0	-0.682	2	6.159870E-001	1.81	1.539874E-008	0.26	7.850594E-002	0.25
3003	8	742.5	-0.716	0	5.712222E-001	1.81	1.429166E-008	0.26	7.217932E-002	0.25
3004	8	742.5	-0.716	1	5.712222E-001	1.81	1.429383E-008	0.26	7.218867E-002	0.25
3005	8	742.5	-0.716	2	5.713407E-001	1.81	1.429477E-008	0.26	7.221637E-002	0.25
3006	8	745.0	-0.719	0	5.171450E-001	1.81	1.293362E-008	0.26	6.477768E-002	0.25
3007	8	745.0	-0.719	1	5.170120E-001	1.81	1.292863E-008	0.26	6.474625E-002	0.25
3008	8	745.0	-0.719	2	5.168790E-001	1.81	1.292468E-008	0.26	6.475175E-002	0.25
3009	8	747.5	-0.683	0	4.667379E-001	1.81	1.165492E-008	0.26	5.799197E-002	0.25
3010	8	747.5	-0.683	1	4.664417E-001	1.81	1.164866E-008	0.26	5.794767E-002	0.25
3011	8	747.5	-0.683	2	4.664864E-001	1.81	1.165040E-008	0.26	5.795315E-002	0.25
3012	8	750.0	-0.600	0	4.360209E-001	1.81	1.086328E-008	0.26	5.364721E-002	0.25
3013	8	750.0	-0.600	1	4.361394E-001	1.81	1.086502E-008	0.26	5.363798E-002	0.25
3014	8	750.0	-0.600	2	4.360209E-001	1.81	1.086408E-008	0.26	5.364721E-002	0.25
3015	8	752.5	-0.468	0	4.113880E-001	1.81	1.021905E-008	0.26	5.012602E-002	0.25
3016	8	752.5	-0.468	1	4.112247E-001	1.81	1.021555E-008	0.26	5.010743E-002	0.25
3017	8	752.5	-0.468	2	4.110917E-001	1.81	1.021508E-008	0.26	5.008710E-002	0.25
3018	8	755.0	-0.294	0	3.949715E-001	1.81	9.784004E-009	0.26	4.767412E-002	0.25
3019	8	755.0	-0.294	1	3.950453E-001	1.81	9.787039E-009	0.26	4.769081E-002	0.25
3020	8	755.0	-0.294	2	3.952230E-001	1.81	9.791026E-009	0.26	4.769818E-002	0.25
3021	8	757.5	-0.086	0	3.658238E-001	1.81	9.041829E-009	0.26	4.370873E-002	0.25
3022	8	757.5	-0.086	1	3.658238E-001	1.81	9.043116E-009	0.26	4.372904E-002	0.25
3023	8	757.5	-0.086	2	3.658830E-001	1.81	9.044874E-009	0.26	4.373093E-002	0.25
3024	8	760.0	0.151	0	3.308281E-001	1.81	8.163753E-009	0.26	3.912897E-002	0.25
3025	8	760.0	0.151	1	3.308281E-001	1.81	8.163753E-009	0.26	3.914371E-002	0.25
3026	8	760.0	0.151	2	3.308281E-001	1.81	8.161995E-009	0.26	3.911973E-002	0.25
3027	8	762.5	0.412	0	2.871585E-001	1.81	7.074724E-009	0.26	3.360918E-002	0.25
3028	8	762.5	0.412	1	2.870993E-001	1.81	7.072966E-009	0.26	3.360181E-002	0.25
3029	8	762.5	0.412	2	2.871585E-001	1.81	7.074724E-009	0.26	3.360918E-002	0.25
3030	8	765.0	0.690	0	2.493932E-001	1.81	6.135366E-009	0.26	2.886270E-002	0.25
3031	8	765.0	0.690	1	2.494534E-001	1.81	6.137585E-009	0.26	2.886457E-002	0.25
3032	8	765.0	0.690	2	2.494534E-001	1.81	6.137114E-009	0.26	2.886457E-002	0.25
3033	8	767.5	0.980	0	2.179809E-001	1.81	5.353481E-009	0.26	2.493621E-002	0.25
3034	8	767.5	0.980	1	2.179216E-001	1.81	5.353481E-009	0.26	2.494544E-002	0.25
3035	8	767.5	0.980	2	2.179809E-001	1.81	5.353481E-009	0.26	2.493621E-002	0.25
3036	8	770.0	1.276	0	1.862423E-001	1.81	4.564091E-009	0.26	2.107996E-002	0.25
3037	8	770.0	1.276	1	1.862423E-001	1.81	4.564562E-009	0.26	2.107996E-002	0.25
3038	8	770.0	1.276	2	1.862423E-001	1.81	4.566320E-009	0.26	2.107996E-002	0.25
3039	8	772.5	1.571	0	1.678273E-001	1.81	4.101268E-009	0.26	1.876784E-002	0.25
3040	8	772.5	1.571	1	1.678273E-001	1.81	4.103026E-009	0.26	1.876322E-002	0.25
3041	8	772.5	1.571	2	1.678273E-001	1.81	4.100798E-009	0.26	1.876322E-002	0.25
3042	8	775.0	1.861	0	1.568878E-001	1.81	3.824373E-009	0.26	1.734397E-002	0.25
3043	8	775.0	1.861	1	1.569023E-001	1.81	3.824138E-009	0.26	1.734304E-002	0.25
3044	8	775.0	1.861	2	1.569616E-001	1.81	3.824373E-009	0.26	1.734766E-002	0.25
3045	8	777.5	2.139	0	1.442605E-001	1.81	3.503144E-009	0.26	1.573677E-002	0.25
3046	8	777.5	2.139	1	1.442605E-001	1.81	3.503379E-009	0.26	1.573771E-002	0.25
3047	8	777.5	2.139	2	1.442605E-001	1.81	3.503379E-009	0.26	1.573677E-002	0.25
3048	8	780.0	2.400	0	1.470137E-001	1.81	3.556758E-009	0.26	1.582196E-002	0.25
3049	8	780.0	2.400	1	1.470137E-001	1.81	3.555879E-009	0.26	1.582107E-002	0.25
3050	8	780.0	2.400	2	1.470137E-001	1.81	3.555879E-009	0.26	1.581449E-002	0.25
3051	9	500.0	2.400	0	2.782324E-002	1.81	4.255681E-010	0.26	2.475389E-003	0.25
3052	9	500.0	2.400	1	2.787294E-002	1.81	4.259062E-010	0.26	2.482346E-003	0.25
3053	9	500.0	2.400	2	2.787125E-002	1.81	4.261844E-010	0.26	2.484657E-003	0.25
3054	9	502.5	2.447	0	3.326332E-002	1.81	5.319787E-010	0.26	3.135993E-003	0.25
3055	9	502.5	2.447	1	3.326525E-002	1.81	5.312021E-010	0.26	3.142006E-003	0.25
3056	9	502.5	2.447	2	3.326888E-002	1.81	5.318015E-010	0.26	3.133441E-003	0.25
3057	9	505.0	2.472	0	4.154420E-002	1.81	6.952693E-010	0.26	4.137526E-003	0.25
3058	9	505.0	2.472	1	4.154058E-002	1.81	6.943912E-010	0.26	4.136850E-003	0.25
3059	9	505.0	2.472	2	4.159412E-002	1.81	6.961055E-010	0.26	4.148639E-003	0.25
3060	9	507.5	2.479	0	5.457672E-002	1.81	9.595218E-010	0.26	5.764720E-003	0.25
3061	9	507.5	2.479	1	5.466523E-002	1.81	9.598169E-010	0.26	5.768235E-003	0.25
3062	9	507.5	2.479	2	5.470041E-002	1.81	9.608130E-010	0.26	5.765660E-003	0.25
3063	9	510.0	2.472	0	7.285380E-002	1.81	1.340042E-009	0.26	8.106902E-003	0.25
3064	9	510.0	2.472	1	7.299212E-002	1.81	1.342331E-009	0.26	8.123856E-003	0.25
3065	9	510.0	2.472	2	7.307384E-002	1.81	1.342855E-009	0.26	8.127257E-003	0.25
3066	9	512.5	2.456	0	9.562870E-002	1.81	1.833773E-009	0.26	1.118044E-002	0.25
3067	9	512.5	2.456	1	9.560477E-002	1.81	1.833329E-009	0.26	1.117011E-002	0.25
3068	9	512.5	2.456	2	9.558769E-002	1.81	1.834304E-009	0.26	1.118740E-002	0.25
3069	9	515.0	2.436	0	1.262400E-001	1.81	2.519410E-009	0.26	1.545323E-002	0.25
3070	9	515.0	2.436	1	1.263330E-001	1.81	2.519483E-009	0.26	1.543228E-002	0.25
3071	9	515.0	2.436	2	1.263958E-001	1.81	2.520724E-009	0.26	1.545793E-002	0.25
3072	9	517.5	2.416	0	1.684416E-001	1.81	3.482838E-009	0.26	2.149863E-002	0.25
3073	9	517.5	2.416	1	1.686859E-001	1.81	3.486775E-009	0.26	2.152069E-002	0.25
3074	9	517.5	2.416	2	1.686639E-001	1.81	3.484696E-009	0.26	2.150337E-002	0.25
3075	9	520.0	2.400	0	2.304304E-001	1.81	4.930880E-009	0.26	3.054793E-002	0.25
3076	9	520.0	2.400	1	2.306975E-001	1.81	4.937139E-009	0.26	3.057402E-002	0.25
3077	9	520.0	2.400	2	2.305260E-001	1.81	4.933425E-009	0.26	3.057249E-002	0.25
3078	9	522.5	2.393	0	3.282455E-001	1.81	7.261747E-009	0.26	4.509852E-002	0.25
3079	9	522.5	2.393	1	3.283556E-001	1.81	7.262125E-009	0.26	4.508994E-002	0.25
3080	9	522.5	2.393	2	3.283423E-001	1.81	7.263883E-009	0.26	4.509844E-002	0.25
3081	9	525.0	2.400	0	4.386713E-001	1.81	9.960691E-009	0.26	6.208426E-002	0.25
3082	9	525.0	2.400	1	4.386713E-001	1.81	9.956768E-009	0.26	6.217130E-002	0.25
3083	9	525.0	2.400	2	4.389072E-001	1.81	9.960349E-009	0.26	6.214883E-002	0.25
3084	9	527.5	2.419	0	4.864288E-001	1.81	1.128197E-008	0.26	7.074736E-002	0.25
3085	9	527.5	2.419	1	4.871539E-001	1.81	1.128996E-008	0.26	7.081747E-002	0.25
3086	9	527.5	2.419	2	4.872132E-001	1.81	1.129257E-008	0.26	7.072019E-002	0.25
3087	9	530.0	2.446	0	4.414111E-001	1.81	1.036491E-008	0.26	6.531539E-002	0.25
3088	9	530.0	2.446	1	4.406990E-001	1.81	1.035667E-008	0.26	6.522932E-002	0.25
3089	9	530.0	2.446	2	4.407135E-001	1.81	1.036449E-008	0.26	6.531171E-002	0.25
3090	9	532.5	2.477	0	3.551359E-001	1.81	8.441229E-009	0.26	5.354021E-002	0.25
3091	9	532.5	2.477	1	3.550766E-001	1.81	8.439985E-009	0.26	5.356215E-002	0.25
3092	9	532.5	2.477	2	3.550766E-001	1.81	8.435013E-009	0.26	5.347904E-002	0.25
3093	9	535.0	2.513	0	2.769591E-001	1.81	6.651452E-009	0.26	4.243837E-002	0.25
3094	9	535.0	2.513	1	2.769289E-001	1.81	6.648815E-009	0.26	4.243749E-002	0.25
3095	9	535.0	2.513	2	2.768998E-001	1.81	6.648343E-009	0.26	4.239307E-002	0.25
3096	9	537.5	2.550	0	2.338508E-001	1.81	5.686253E-009	0.26	3.642827E-002	0.25
3097	9	537.5	2.550	1	2.337915E-001	1.81	5.687068E-009	0.26	3.646806E-002	0.25
3098	9	537.5	2.550	2	2.337915E-001	1.81	5.687132E-009	0.26	3.643839E-002	0.25
3099	9	540.0	2.587	0	2.217265E-001	1.81	5.472233E-009	0.26	3.515423E-002	0.25
3100	9	540.0	2.587	1	2.216080E-001	1.81	5.469596E-009	0.26	3.512567E-002	0.25
3101	9	540.0	2.587	2	2.216673E-001	1.81	5.470647E-009	0.26	3.512919E-002	0.25
3102	9	542.5	2.623	0	2.312889E-001	1.81	5.804941E-009	0.26	3.728494E-002	0.25
3103	9	542.5	2.623	1	2.313337E-001	1.81	5.805113E-009	0.26	3.729983E-002	0.25
3104	9	542.5	2.623	2	2.314074E-001	1.81	5.807342E-009	0.26	3.730071E-002	0.25
3105	9	545.0	2.654	0	2.583798E-001	1.81	6.622102E-009	0.26	4.245222E-002	0.25
3106	9	545.0	2.654	1	2.583060E-001	1.81	6.621459E-009	0.26	4.242639E-002	0.25
3107	9	545.0	2.654	2	2.583653E-001	1.81	6.623379E-009	0.26	4.246519E-002	0.25
3108	9	547.5	2.681	0	2.565290E-001	1.81	6.648579E-009	0.26	4.266413E-002	0.25
3109	9	547.5	2.681	1	2.565145E-001	1.81	6.650037E-009	0.26	4.270107E-002	0.25
3110	9	547.5	2.681	2	2.565435E-001	1.81	6.647700E-009	0.26	4.266591E-002	0.25
3111	9	550.0	2.700	0	2.199940E-001	1.81	5.648522E-009	0.26	3.663268E-002	0.25
3112	9	550.0	2.700	1	2.199347E-001	1.81	5.644601E-009	0.26	3.659125E-002	0.25
3113	9	550.0	2.700	2	2.198017E-001	1.81	5.643892E-009	0.26	3.661052E-002	0.25
3114	9	552.5	2.714	0	2.028957E-001	1.81	5.181648E-009	0.26	3.394313E-002	0.25
3115	9	552.5	2.714	1	2.028220E-001	1.81	5.181005E-009	0.26	3.393307E-002	0.25
3116	9	552.5	2.714	2	2.027627E-001	1.81	5.179011E-009	0.26	3.391911E-002	0.25
3117	9	555.0	2.724	0	1.979373E-001	1.81	5.058148E-009	0.26	3.331031E-002	0.25
3118	9	555.0	2.724	1	1.979820E-001	1.81	5.060785E-009	0.26	3.331691E-002	0.25
3119	9	555.0	2.724	2	1.979518E-001	1.81	5.059906E-009	0.26	3.332059E-002	0.25
3120	9	557.5	2.732	0	1.947986E-001	1.81	4.996108E-009	0.26	3.301237E-002	0.25
3121	9	557.5	2.732	1	1.948882E-001	1.81	4.994993E-009	0.26	3.298094E-002	0.25
3122	9	557.5	2.732	2	1.947986E-001	1.81	4.995936E-009	0.26	3.299683E-002	0.25
3123	9	560.0	2.736	0	1.903870E-001	1.81	4.905008E-009	0.26	3.243693E-002	0.25
3124	9	560.0	2.736	1	1.903725E-001	1.81	4.903722E-009	0.26	3.240923E-002	0.25
3125	9	560.0	2.736	2	1.904015E-001	1.81	4.907238E-009	0.26	3.244717E-002	0.25
3126	9	562.5	2.738	0	1.881816E-001	1.81	4.869038E-009	0.26	3.222409E-002	0.25
3127	9	562.5	2.738	1	1.881224E-001	1.81	4.865522E-009	0.26	3.220733E-002	0.25
3128	9	562.5	2.738	2	1.880776E-001	1.81	4.867109E-009	0.26	3.221214E-002	0.25
3129	9	565.0	2.736	0	1.971080E-001	1.81	5.113982E-009	0.26	3.388212E-002	0.25
3130	9	565.0	2.736	1	1.972410E-001	1.81	5.115503E-009	0.26	3.389788E-002	0.25
3131	9	565.0	2.736	2	1.971080E-001	1.81	5.115503E-009	0.26	3.388954E-002	0.25
3132	9	567.5	2.732	0	2.155095E-001	1.81	5.605691E-009	0.26	3.714440E-002	0.25
3133	9	567.5	2.732	1	2.155095E-001	1.81	5.605863E-009	0.26	3.717771E-002	0.25
3134	9	567.5	2.732	2	2.155240E-001	1.81	5.605455E-009	0.26	3.716194E-002	0.25
3135	9	570.0	2.724	0	2.330505E-001	1.81	6.079768E-009	0.26	4.029002E-002	0.25
3136	9	570.0	2.724	1	2.329768E-001	1.81	6.079426E-009	0.26	4.027540E-002	0.25
3137	9	570.0	2.724	2	2.330953E-001	1.81	6.081118E-009	0.26	4.030672E-002	0.25
3138	9	572.5	2.714	0	2.450115E-001	1.81	6.406088E-009	0.26	4.244574E-002	0.25
3139	9	572.5	2.714	1	2.451010E-001	1.81	6.410075E-009	0.26	4.246252E-002	0.25
3140	9	572.5	2.714	2	2.451155E-001	1.81	6.412712E-009	0.26	4.249211E-002	0.25
3141	9	575.0	2.700	0	2.550489E-001	1.81	6.676587E-009	0.26	4.425086E-002	0.25
3142	9	575.0	2.700	1	2.550344E-001	1.81	6.675645E-009	0.26	4.424337E-002	0.25
3143	9	575.0	2.700	2	2.551081E-001	1.81	6.677702E-009	0.26	4.426205E-002	0.25
3144	9	577.5	2.684	0	2.640211E-001	1.81	6.919718E-009	0.26	4.585338E-002	0.25
3145	9	577.5	2.684	1	2.640803E-001	1.81	6.916374E-009	0.26	4.583574E-002	0.25
3146	9	577.5	2.684	2	2.640211E-001	1.81	6.920116E-009	0.26	4.585434E-002	0.25
3147	9	580.0	2.664	0	2.702973E-001	1.81	7.101507E-009	0.26	4.696453E-002	0.25
3148	9	580.0	2.664	1	2.702526E-001	1.81	7.097520E-009	0.26	4.696077E-002	0.25
3149	9	580.0	2.664	2	2.703118E-001	1.81	7.101101E-009	0.26	4.697099E-002	0.25
3150	9	582.5	2.642	0	2.731252E-001	1.81	7.198997E-009	0.26	4.748999E-002	0.25
3151	9	582.5	2.642	1	2.731844E-001	1.81	7.201453E-009	0.26	4.749655E-002	0.25
3152	9	582.5	2.642	2	2.731989E-001	1.81	7.199233E-009	0.26	4.749550E-002	0.25
3153	9	585.0	2.616	0	2.831616E-001	1.81	7.499067E-009	0.26	4.927485E-002	0.25
3154	9	585.0	2.616	1	2.831314E-001	1.81	7.496378E-009	0.26	4.928396E-002	0.25
3155	9	585.0	2.616	2	2.831314E-001	1.81	7.498831E-009	0.26	4.928121E-002	0.25
3156	9	587.5	2.588	0	3.362168E-001	1.81	9.065508E-009	0.26	5.893107E-002	0.25
3157	9	587.5	2.588	1	3.361879E-001	1.81	9.069667E-009	0.26	5.897653E-002	0.25
3158	9	587.5	2.588	2	3.361576E-001	1.81	9.064157E-009	0.26	5.892271E-002	0.25
3159	9	590.0	2.556	0	3.512417E-001	1.81	9.511747E-009	0.26	6.167330E-002	0.25
3160	9	590.0	2.556	1	3.510495E-001	1.81	9.508468E-009	0.26	6.162172E-002	0.25
3161	9	590.0	2.556	2	3.512272E-001	1.81	9.505372E-009	0.26	6.161595E-002	0.25
3162	9	592.5	2.522	0	3.084452E-001	1.81	8.170432E-009	0.26	5.355740E-002	0.25
3163	9	592.5	2.522	1	3.081792E-001	1.81	8.171075E-009	0.26	5.356588E-002	0.25
3164	9	592.5	2.522	2	3.082674E-001	1.81	8.172361E-009	0.26	5.358056E-002	0.25
3165	9	595.0	2.484	0	2.962034E-001	1.81	7.812759E-009	0.26	5.133603E-002	0.25
3166	9	595.0	2.484	1	2.962482E-001	1.81	7.814345E-009	0.26	5.130646E-002	0.25
3167	9	595.0	2.484	2	2.963219E-001	1.81	7.816746E-009	0.26	5.134719E-002	0.25
3168	9	597.5	2.444	0	3.054116E-001	1.81	8.047756E-009	0.26	5.279320E-002	0.25
3169	9	597.5	2.444	1	3.055445E-001	1.81	8.050094E-009	0.26	5.281733E-002	0.25
3170	9	597.5	2.444	2	3.054260E-001	1.81	8.045998E-009	0.26	5.278583E-002	0.25
3171	9	600.0	2.400	0	3.334772E-001	1.81	8.771171E-009	0.26	5.751084E-002	0.25
3172	9	600.0	2.400	1	3.335822E-001	1.81	8.777219E-009	0.26	5.750902E-002	0.25
3173	9	600.0	2.400	2	3.335229E-001	1.81	8.774451E-009	0.26	5.753307E-002	0.25
3174	9	602.5	2.352	0	3.650393E-001	1.81	9.593188E-009	0.26	6.279281E-002	0.25
3175	9	602.5	2.352	1	3.653645E-001	1.81	9.600220E-009	0.26	6.282710E-002	0.25
3176	9	602.5	2.352	2	3.653501E-001	1.81	9.597990E-009	0.26	6.281040E-002	0.25
3177	9	605.0	2.299	0	3.924399E-001	1.81	1.030384E-008	0.26	6.721095E-002	0.25
3178	9	605.0	2.299	1	3.924399E-001	1.81	1.030377E-008	0.26	6.724144E-002	0.25
3179	9	605.0	2.299	2	3.924399E-001	1.81	1.030320E-008	0.26	6.719906E-002	0.25
3180	9	607.5	2.242	0	4.114182E-001	1.81	1.080471E-008	0.26	7.026237E-002	0.25
3181	9	607.5	2.242	1	4.115960E-001	1.81	1.080694E-008	0.26	7.029000E-002	0.25
3182	9	607.5	2.242	2	4.114920E-001	1.81	1.079996E-008	0.26	7.022983E-002	0.25
3183	9	610.0	2.182	0	4.272289E-001	1.81	1.120798E-008	0.26	7.274641E-002	0.25
3184	9	610.0	2.182	1	4.273027E-001	1.81	1.121146E-008	0.26	7.274099E-002	0.25
3185	9	610.0	2.182	2	4.273619E-001	1.81	1.120767E-008	0.26	7.274536E-002	0.25
3186	9	612.5	2.119	0	4.418548E-001	1.81	1.156327E-008	0.26	7.500296E-002	0.25
3187	9	612.5	2.119	1	4.420168E-001	1.81	1.156724E-008	0.26	7.504006E-002	0.25
3188	9	612.5	2.119	2	4.419878E-001	1.81	1.156329E-008	0.26	7.500473E-002	0.25
3189	9	615.0	2.054	0	4.555919E-001	1.81	1.188122E-008	0.26	7.701162E-002	0.25
3190	9	615.0	2.054	1	4.555036E-001	1.81	1.188148E-008	0.26	7.702745E-002	0.25
3191	9	615.0	2.054	2	4.554444E-001	1.81	1.187222E-008	0.26	7.697820E-002	0.25
3192	9	617.5	1.989	0	4.656875E-001	1.81	1.211791E-008	0.26	7.839679E-002	0.25
3193	9	617.5	1.989	1	4.656282E-001	1.81	1.210954E-008	0.26	7.835864E-002	0.25
3194	9	617.5	1.989	2	4.656282E-001	1.81	1.210865E-008	0.26	7.833455E-002	0.25
3195	9	620.0	1.925	0	4.741108E-001	1.81	1.233268E-008	0.26	7.944505E-002	0.25
3196	9	620.0	1.925	1	4.743030E-001	1.81	1.233862E-008	0.26	7.949593E-002	0.25
3197	9	620.0	1.925	2	4.742293E-001	1.81	1.233244E-008	0.26	7.944301E-002	0.25
3198	9	622.5	1.861	0	4.803288E-001	1.81	1.250258E-008	0.26	8.013781E-002	0.25
3199	9	622.5	1.861	1	4.802248E-001	1.81	1.250020E-008	0.26	8.008055E-002	0.25
3200	9	622.5	1.861	2	4.803288E-001	1.81	1.250171E-008	0.26	8.012672E-002	0.25
3201	9	625.0	1.800	0	4.931932E-001	1.81	1.283177E-008	0.26	8.195866E-002	0.25
3202	9	625.0	1.800	1	4.932669E-001	1.81	1.283779E-008	0.26	8.199757E-002	0.25
3203	9	625.0	1.800	2	4.932077E-001	1.81	1.283137E-008	0.26	8.195680E-002	0.25
3204	9	627.5	1.740	0	5.155626E-001	1.81	1.338427E-008	0.26	8.534850E-002	0.25
3205	9	627.5	1.740	1	5.155178E-001	1.81	1.338284E-008	0.26	8.533026E-002	0.25
3206	9	627.5	1.740	2	5.155771E-001	1.81	1.338095E-008	0.26	8.535224E-002	0.25
3207	9	630.0	1.680	0	5.388043E-001	1.81	1.393710E-008	0.26	8.884400E-002	0.25
3208	9	630.0	1.680	1	5.388477E-001	1.81	1.393717E-008	0.26	8.884585E-002	0.25
3209	9	630.0	1.680	2	5.389372E-001	1.81	1.394175E-008	0.26	8.886269E-002	0.25
3210	9	632.5	1.620	0	5.593372E-001	1.81	1.442889E-008	0.26	9.181955E-002	0.25
3211	9	632.5	1.620	1	5.592476E-001	1.81	1.442818E-008	0.26	9.184364E-002	0.25
3212	9	632.5	1.620	2	5.593213E-001	1.81	1.442723E-008	0.26	9.178987E-002	0.25
3213	9	635.0	1.560	0	5.701424E-001	1.81	1.468126E-008	0.26	9.318883E-002	0.25
3214	9	635.0	1.560	1	5.701872E-001	1.81	1.467783E-008	0.26	9.314256E-002	0.25
3215	9	635.0	1.560	2	5.701134E-001	1.81	1.468149E-008	0.26	9.320918E-002	0.25
3216	9	637.5	1.500	0	5.710009E-001	1.81	1.468791E-008	0.26	9.289083E-002	0.25
3217	9	637.5	1.500	1	5.709865E-001	1.81	1.469075E-008	0.26	9.290205E-002	0.25
3218	9	637.5	1.500	2	5.709865E-001	1.81	1.468901E-008	0.26	9.290381E-002	0.25
3219	9	640.0	1.440	0	5.694027E-001	1.81	1.462983E-008	0.26	9.222471E-002	0.25
3220	9	640.0	1.440	1	5.694027E-001	1.81	1.463014E-008	0.26	9.222647E-002	0.25
